Sample,IMR,APSM,ADMSM,ATSA,AMW,AMV,SMSP3,SMRB,SHBA,MVDC
1,3.297262190463335,0.4465310750843253,-3.4109373541708745,-5.255804921638314,-4.165611064634649,-3.69896158551873,-4.98400858071204,-3.407636522560038,-5.255804920955116,-1.4003972230632888
5,3.297262190463335,0.7889878336687308,-2.973595749335115,-4.391343562111756,-3.966285395541321,-3.3790284036224807,-4.388631745421407,-2.7948735229929684,-4.391343561518746,-2.067919005053949
7,-0.4761756462871875,0.2997638872626353,-3.598369479869548,-5.626288361649484,-4.7175485026864,-4.132920071821494,-5.23917007882916,-3.67024923581985,-5.626288363677428,-0.5389470905414389
15,-0.4761756462871875,0.8216027621291828,-2.9319441640303143,-4.3090139091089465,-4.395560886596685,-3.61610493098298,-4.3319291892258205,-2.736515141614952,-4.309013907580455,-1.3248257795045846
18,0.7948771152726206,1.329709028354744,-2.283056352631253,-3.026404573622222,-3.931376540868307,-3.0292333832582914,-3.448563053608076,-1.8273529966383384,-3.0264045732989886,-1.3339662017448453
25,4.353824766496079,-1.1292574973343057,-0.1456222982183119,-0.3571905484902798,-0.4294115875292105,-0.8986493267600097,1.565136607484927,2.0255287396143618,-0.3571905531209186,-0.6516775777682413
33,0.7948771152726206,-1.2698578310936564,-0.1862918406811186,-0.4785184626742056,-0.6078659456744551,-1.0304028122678277,1.565136607484927,1.9911280110869327,-0.4785184587281177,0.0285927322674338
35,-0.4761756462871875,-1.510886999751665,-0.2560110633370126,-0.6865091620000462,-0.6204284779665123,-1.1095003586914651,1.565136607484927,1.932155331370378,-0.6865091619583934,0.5918194429568573
36,1.5363245468370912,-0.6840230940968204,-0.0168354028555189,0.0270144943605943,-0.7275408511149487,-0.92143451947411,1.565136607484927,2.134464384853328,0.0270144985911087,-0.868484016764781
40,-0.4761756462871875,-0.7476279949169492,-0.035233533099612,-0.0278719349805147,-0.8447235304463302,-0.9958078464180125,1.565136607484927,2.1189021498191893,-0.0278719373677522,-0.4363891703947739
44,0.7948771152726206,-0.0044547687615581,0.1797340578299986,0.613432727518012,-0.9723454072602092,-0.8456524720678305,1.565136607484927,2.3007345795988488,0.613432733230826,-1.190483688462643
46,-1.0250393399315358,-0.5221196587837484,0.0299961850563142,0.166725423801672,-0.9499935681227156,-0.980432304316843,1.565136607484927,2.1740773460453706,0.1667254239715941,-0.5466695676128956
52,3.297262190463335,-1.1621625951342316,-2.134381222203729,-0.5012674442422466,1.523489381562287,0.8498509417748816,1.565136607484927,-0.711479324464933,-0.5012674440550825,0.3264919921513771
54,0.7948771152726206,-1.5479796734200462,-2.38803205589025,-0.8425021902407374,1.7065727581686494,0.9167235159713628,1.565136607484927,-1.0017354825674063,-0.8425021893810994,1.2664306883729357
55,0.1275744116500969,-1.650864232829414,-2.4556722814758274,-0.9334981240055262,1.757836100274944,0.9354478376327372,1.565136607484927,-1.0791371242051746,-0.9334981237732676,1.5288052626286617
61,1.5363245468370912,-0.5648606021731499,-1.7416921552086737,0.0270144943605943,1.070402085636191,0.7254579605213972,1.565136607484927,-0.2621197907954686,0.0270144985911087,-0.3035018081117658
62,0.7948771152726206,-0.7249032371437316,-1.846910267551491,-0.1145347276150516,1.150308511250417,0.7529318585491637,1.565136607484927,-0.3825223455435755,-0.1145347280751359,0.0283338000853853
63,-1.0250393399315358,-0.7623157971110253,-1.8715067147049609,-0.1476241580749743,1.1072852808987574,0.750346661258104,1.565136607484927,-0.4106683972264773,-0.1476241581344983,0.3823473939121858
72,4.353824766496079,-0.8692666076371405,1.8777126609662165,-0.3571905484902798,2.390089833875174,1.6540629281396442,1.565136607484927,0.7183010085118423,-0.3571905531209186,0.2097609858421596
74,0.7948771152726206,-1.404300494969071,1.9280171226991127,-0.8425021902407374,2.8030455261936424,1.8861780398590355,1.565136607484927,0.4430951685273565,-0.8425021893810994,1.516621646853994
80,-1.0250393399315358,-0.984785281652207,1.8885738465524309,-0.4619737474442442,2.398773616146231,1.7464329761959114,1.565136607484927,0.6588815647629341,-0.4619737471562822,1.135728845665484
81,0.7948771152726206,-0.2004742289729103,1.8148321042324176,0.2494489999514801,1.733690709256794,1.4327503096864294,1.565136607484927,1.0623083055511875,0.2494490025778458,-0.258097871919812
89,-0.4761756462871875,0.2199095424306529,1.775307180521765,0.6307652920390181,1.316713385012796,1.2778719611900973,1.565136607484927,1.278541463858276,0.6307652872228888,-0.4539843900486723
92,4.353824766496079,1.2106605684381415,-0.8896356023019669,-0.3571905484902798,0.303387123570276,0.7577329740537841,1.565136607484927,2.0255287396143618,-0.3571905531209186,-0.0718865701438847
94,1.5363245468370912,0.9604193373483602,-1.080423598165469,-0.7413955988337774,0.3543912303615186,0.8224756732805039,1.565136607484927,1.91659309633624,-0.7413955979172545,0.9600324772713849
99,0.1275744116500969,1.0605158258844098,-1.0041083965508963,-0.5877135801949025,0.2063360918754188,0.7836146399715163,1.565136607484927,1.9601673536474888,-0.5877135799987192,0.8939550537707369
108,-1.0250393399315358,1.142412958186445,-0.9416686876249608,-0.4619737474442442,0.080215054945457,0.750510792678867,1.565136607484927,1.9958190187203293,-0.4619737471562822,0.8646203130888027
118,-1.985550791130396,1.398341496630306,-0.7465446094908051,-0.0690367644789683,-0.1795938878523964,0.6587053327783505,1.565136607484927,2.1072304735435856,-0.0690367643368977,0.4220617724431532
122,4.353824766496079,4.239554502632707,0.7787944777268004,-0.3571905484902798,0.4078711488215039,1.4258256345158031,-3.878308739661136,-1.8961544576148808,-0.3571905531209186,0.1399864441474353
125,0.1275744116500969,4.24280439533494,0.7011662296325173,-0.9334981240055262,0.5069742467722932,1.6587163098543052,-4.558739414008163,-2.5497683231661408,-0.9334981237732676,1.7095271646567902
128,0.7948771152726206,4.240238694675138,0.7624516920955534,-0.4785184626742056,0.2991903450732159,1.4877783876560189,-4.021557301678823,-2.033757375646282,-0.4785184587281177,0.8138039557711182
149,1.5363245468370912,1.2984074959046084,2.143624555919825,-0.7413955988337774,4.6040745344598095,4.354421289992628,1.565136607484927,3.3327564726777243,-0.7413955979172545,1.8289468969523992
156,-0.4761756462871875,1.5226496438744686,2.0864088526524145,-0.3571905484902798,4.105106693991914,4.095895156947018,1.565136607484927,3.3327564726777243,-0.3571905531209186,1.4697796417354076
157,1.5363245468370912,1.9711339398141887,1.9719774461175936,0.411219544704092,3.0518871047613536,3.300040156644655,1.565136607484927,3.3327564726777243,0.4112195433874446,-0.0337826995508405
160,-0.4761756462871875,1.7148572020628217,2.0373668142749803,-0.0278719349805147,3.64741040919234,3.784987900245925,1.565136607484927,3.3327564726777243,-0.0278719373677522,0.938498796785276
165,0.1275744116500969,2.195376087784049,1.9147617428501835,0.7954245950475897,2.512774976325167,2.9895834802473025,1.565136607484927,3.3327564726777243,0.795424595099472,-0.2804545646164691
168,4.353824766496079,1.0091676303852868,-1.9137003123368252,-2.6624208430586407,-3.5623389636809697,-3.0054125006713366,-4.7855496387905045,-2.5497683231661408,-2.6624208426460068,-1.9437463245712647
182,-1.0250393399315358,1.2159785587241734,-1.5787962094826178,-2.0337216718127245,-4.029048792783696,-3.14388548710229,-4.496882075646602,-2.1932516685160564,-2.033721671518129,-1.1153211380697183
184,-0.4761756462871875,1.984133491123807,-0.3348666892658077,0.3014466785292517,-3.430634843758512,-2.309237618885372,-3.424688299622482,-0.8690469532051569,0.301446678385414,-0.765284243214073
190,1.5363245468370912,-1.2007550002882372,0.851804563067661,1.179629645391086,-0.1105899418886356,-0.6034052642746212,1.565136607484927,2.461271318609377,1.1796296468114993,0.2127018811083777
192,0.1275744116500969,-1.460745889985402,0.6747897511634887,0.7954245950475897,-0.1634370528496868,-0.7198265151537605,1.565136607484927,2.3523356733704133,0.795424595099472,0.7765272136118141
193,3.297262190463335,-0.2907868570991785,1.4713564455969108,2.524347314100704,-0.1069241303110972,-0.2966114640555234,1.565136607484927,2.842546073024069,2.5243473139722115,-1.1326164807422008
195,-0.4761756462871875,-0.6807732013945887,1.2058342195677234,1.9480397385854575,-0.2825191054825002,-0.4996175902074208,1.565136607484927,2.679142607126465,1.9480397433198624,-0.105882449991057
196,1.5363245468370912,0.3591903768933965,1.9138934998761288,3.484859932466825,-0.2728763479308816,-0.1426915792386478,1.565136607484927,3.1148851841606384,3.4848599363365875,-1.219783280047446
208,2.36500107606444,-0.9101769356271004,-1.036416966929426,1.4056326100109833,1.9699833175589248,1.3410172431100174,1.565136607484927,-0.242895854669137,1.4056326127115335,0.4964099854346986
211,0.7948771152726206,-1.1939131188625518,-1.3210926980227635,0.977416462577166,2.0548310748341483,1.3446684415160652,1.565136607484927,-0.4857245350475478,0.977416456968118,1.098519829998157
213,1.5363245468370912,-0.5507777467963468,-0.6758276846603282,1.9480397385854575,1.79670688470146,1.346775958094634,1.565136607484927,0.0646871409997411,1.9480397433198624,0.1472193905659859
217,0.7948771152726206,-0.2292100607632409,-0.35319518615204,2.4333513803359166,1.6378701545821146,1.3520547543117452,1.565136607484927,0.3398929809842269,2.4333513795800434,-0.1145238495227437
221,1.5363245468370912,0.4675199256418178,0.3458419157437293,3.484859932466825,1.3616172337833548,1.3544834207055083,1.565136607484927,0.936172297028929,3.4848599363365875,-0.8550310147399466
222,-1.0250393399315358,-0.2730602033130869,-0.3971905223997542,2.3671725194160698,1.6025859932903967,1.3589794294823716,1.565136607484927,0.3023649120736911,2.367172519461319,0.2423429917576746
229,-2.408175811400493,0.0602008527666881,-0.0628259309562372,2.870131857911328,1.4075743024252512,1.3674737124643133,1.565136607484927,0.587578234617254,2.87013185774676,0.187708218871042
234,3.297262190463335,-0.6076507618391969,3.159637279636517,1.6598859545741462,2.906086679298166,2.209461452727401,1.565136607484927,1.2493622741496886,1.6598859545358418,0.4125936043660927
242,0.1275744116500969,-1.168256131763849,2.9510415822893163,0.7954245950475897,3.219964652835577,2.343428190725828,1.565136607484927,0.8817044744094471,0.795424595099472,1.6124863931505182
243,2.36500107606444,-0.2449061141525393,3.294610968078337,2.219243306619007,2.682383894515486,2.1760071614737173,1.565136607484927,1.4872584967036155,2.2192433051661804,0.0644630906717095
257,0.7948771152726206,0.8381209847295262,3.697594607815272,3.889286305587288,2.00410408057468,2.051908606329011,1.565136607484927,2.197532390094877,3.889286302191969,-0.6925877678714423
259,0.1275744116500969,0.6256810519950282,3.618547817069533,3.5617009455325728,2.1186528743555137,2.091702398923221,1.565136607484927,2.0582094335782197,3.5617009452958546,-0.4472061925719373
266,3.297262190463335,1.537274131785547,0.3058093713926177,1.6598859545741462,0.7200171742595457,1.2704491082684763,1.565136607484927,2.597440873197241,1.6598859545358418,0.1310064271512095
267,2.36500107606444,1.4297411301453502,0.1681521506440705,1.4056326100109833,0.718853598360738,1.2697056751421585,1.565136607484927,2.5253511083116056,1.4056326127115335,0.4752700603099514
280,-1.5261757514576806,1.7439245027464858,0.5703506660982,2.1484945526725854,0.4232825425460579,1.2898645900682395,1.565136607484927,2.735978595009,2.1484945496012404,0.4704340678822972
281,0.1275744116500969,-1.5046193537186372,1.9374492062091837,-0.9334981240055262,2.885636668836697,1.9326010622029148,1.565136607484927,0.3914940747557917,-0.9334981237732676,1.7752363923677743
289,3.297262190463335,4.74247439896343,2.3379971658941407,2.524347314100704,0.6904880035270706,1.917174215460392,-3.5380934120136525,-0.834031924378347,2.5243473139722115,-0.374166428713677
313,4.353824766496079,1.9711339398141887,3.437865354092592,1.9480397385854575,4.480632332108057,4.395680321693983,1.565136607484927,3.986370338228984,1.9480397433198624,0.6577712204315378
323,-0.4761756462871875,1.9711339398141887,3.437865354092592,1.9480397385854575,4.5551635979400364,4.648931669294338,1.565136607484927,3.986370338228984,1.9480397433198624,1.301974058205516
328,0.7948771152726206,0.2008011865260392,1.7771037701921384,0.613432727518012,1.3772391105767805,1.2816077403485473,1.565136607484927,1.2687126845591312,0.613432733230826,-0.6789556689005365
341,2.36500107606444,-1.9562579567076048,-4.642556824582215,-3.882836879728791,-4.886244178254011,-5.025755728453245,-4.038410076482678,-4.049235427297025,-3.882836877870131,-1.8748394062491904
368,1.5363245468370912,1.2106605684381415,-0.8896356023019669,-0.3571905484902798,0.16389413750144,0.7427034153148898,1.565136607484927,2.0255287396143618,-0.3571905531209186,0.2905013935443071
369,-1.0250393399315358,-3.527673514751066,-1.669189379936958,-0.4619737474442442,-1.4939451458468818,-2.535334773508924,1.565136607484927,0.7480107294058763,-0.4619737471562822,0.8467465398392054
371,1.5363245468370912,-3.419343973802372,-1.967144045261545,0.411219544704092,-1.873862352028359,-2.796371609852029,1.565136607484927,0.5004297199947555,0.4112195433874446,-1.0063135310458968
372,0.1275744116500969,-3.457475972777893,-1.8622639979673823,0.1038555074263435,-1.7856476701782305,-2.7373555549463275,1.565136607484927,0.587578234617254,0.1038555075503756,-0.29235351619088
410,1.5363245468370912,-3.254683073744279,0.3183910239854607,-0.3571905484902798,1.5766635275223744,0.2236056777346339,1.565136607484927,-0.5889267245515192,-0.3571905531209186,1.123304149671284
415,1.5363245468370912,-3.2026848938549164,-0.2810315711015087,0.411219544704092,0.5778780153187945,-0.5766218172985101,1.565136607484927,-0.5889267245515192,0.4112195433874446,-0.1532651049059464
423,0.7948771152726206,-3.189001162202456,-0.4387743541204393,0.613432727518012,0.2780410439275491,-0.8090901871669257,1.565136607484927,-0.5889267245515192,0.613432733230826,-0.3614636739702816
441,-0.4761756462871875,-1.0484746145158752,-2.389729573311331,-0.6865091620000462,-0.4513210830973986,-0.4848733502445164,1.565136607484927,0.811674416755827,-0.6865091619583934,1.6979482588076706
444,0.7948771152726206,-1.2678052744656776,-2.492598671344748,-0.1145347276150516,-0.851492225018558,-0.9385354557428184,1.565136607484927,0.6494995475353001,-0.1145347280751359,0.5461213055229344
448,-1.0250393399315358,-1.1345754876203404,-2.4301120824961964,-0.4619737474442442,-0.6797243534144721,-0.6949100049215694,1.565136607484927,0.7480107294058763,-0.4619737471562822,1.4114205116039562
464,2.36500107606444,2.1363046222218154,-0.6336084894138141,-0.628394116523828,-0.2132626320781082,0.2645953894295151,-4.198511413304218,-3.357173687532261,-0.6283941149672365,1.3950577296612612
479,0.7948771152726206,1.22297592770533,-1.109161023420714,0.2494489999514801,-1.0604080335083863,-0.6348653598739675,-3.162065939098732,-2.859374891678056,0.2494490025778458,0.153238770919554
483,-1.0250393399315358,1.3090434959759902,-1.0643473154136949,0.166725423801672,-1.1207862485255211,-0.6004471759954939,-3.259735403675671,-2.906284977816225,0.1667254239715941,0.5834937330016912
512,0.7948771152726206,-1.3006462390112845,-0.2740142122526218,0.613432727518012,1.6719014688238494,1.0476460338110158,1.565136607484927,1.475117063567074,0.613432733230826,0.2462359941905869
514,-1.0250393399315358,-1.0991221800481537,0.0946745083623092,0.166725423801672,2.3987000907376617,1.764898769264596,1.565136607484927,1.7284315287131864,0.1667254239715941,1.2552922034100382
522,-0.4761756462871875,-1.3084655042130402,-0.2883195846779657,0.6307652920390181,1.6046351966840406,1.0188677928886298,1.565136607484927,1.4652882842679282,0.6307652872228888,0.4224179719539325
564,0.7948771152726206,-1.9451499756630384,0.8937842914849141,0.2494489999514801,-1.339384727464615,-1.8874006113845283,1.565136607484927,0.5462973580313287,0.2494490025778458,-0.8600749326713676
597,4.353824766496079,-2.071724495398233,2.5395926021606074,-0.3571905484902798,2.0236904783254293,0.9189394120259642,1.565136607484927,-0.5889267245515192,-0.3571905531209186,0.4923866509293801
609,1.5363245468370912,-1.6254067822437674,2.680570549477879,0.411219544704092,1.0876510294644388,0.3397956998604738,1.565136607484927,-0.5889267245515192,0.4112195433874446,-0.4048428932074522
612,-0.4761756462871875,-1.6891664686439485,2.660430833377778,0.3014466785292517,1.1384234533780888,0.3995248456278191,1.565136607484927,-0.5889267245515192,0.301446678385414,0.0915621073509555
619,1.5363245468370912,0.0082026670275263,-0.2277556611075764,-0.3571905484902798,-0.2184356257198944,-0.0243819860596997,1.565136607484927,0.7183010085118423,-0.3571905531209186,0.5645398747827246
626,0.1275744116500969,0.1128490092465668,0.4045571227005016,0.4496400512369659,-0.8470509539024097,-0.4951346552172783,1.565136607484927,0.4895361546865224,0.4496400513249238,-0.4815510666648837
628,-1.0250393399315358,0.076154843124105,0.1828370575614703,0.166725423801672,-0.7328680213843948,-0.3655621942078515,1.565136607484927,0.5697524020808336,0.1667254239715941,0.1245595668972653
659,0.1275744116500969,2.146627794747122,-0.0717277384657553,0.7954245950475897,-3.252946092308296,-2.109636520599126,-3.19787807484014,-0.5889267245515192,0.795424595099472,-0.650049915151513
682,2.36500107606444,-0.4972502101087128,1.330785853423122,2.219243306619007,-0.1371175268889019,-0.3767050934259366,1.565136607484927,2.756038355553473,2.2192433051661804,-0.7754604916522935
720,1.5363245468370912,0.5758494548909203,3.600005974036166,3.484859932466825,2.178864019416272,2.077058206667184,1.565136607484927,2.0255287396143618,3.4848599363365875,-0.6633979272430846
748,0.7948771152726206,4.5963578058606105,1.78036267672344,0.977416462577166,0.8387153839287957,2.0478461154562693,-4.451302987731883,-1.930555186142311,0.977416456968118,1.283658476999949
870,1.5363245468370912,-1.2094213548284394,-0.1071180753053665,0.411219544704092,2.032341076470068,1.3608420673879456,1.565136607484927,1.5897861625801883,0.4112195433874446,0.4677522247609159
947,4.353824766496079,0.0082026670275263,-0.2277556611075764,-0.3571905484902798,-0.0630122319794687,0.0226094579401041,1.565136607484927,0.7183010085118423,-0.3571905531209186,0.2161472049063424
949,2.36500107606444,-0.0269725607818586,-0.4402977718010106,-0.628394116523828,0.0058451124484645,0.1345625760147454,1.565136607484927,0.7951967569388512,-0.6283941149672365,0.9221199773172462
958,-0.4761756462871875,0.0082026670275263,-0.2277556611075764,-0.3571905484902798,-0.33799208806936,-0.0605292557885426,1.565136607484927,0.7183010085118423,-0.3571905531209186,0.8669114898906346
1010,0.7948771152726206,0.6769950456917565,-2.747755759560254,-4.118355764563701,-4.245651428320844,-3.612291032625019,-4.952672954793786,-3.065779270686,-4.118355765257933,0.6380611092940158
1042,0.7948771152726206,-1.0574178983591618,0.4538717609626866,0.613432727518012,-0.3989109556751582,-0.7736358502933169,1.565136607484927,2.3007345795988488,0.613432733230826,1.762691673603335
1043,-0.4761756462871875,-1.3186794415633083,0.323184577802226,0.3014466785292517,-0.4275469447177742,-0.8724847130750671,1.565136607484927,2.212275560024015,0.301446678385414,2.3448270765217245
1072,1.5363245468370912,-0.7750198947662069,-1.351555951726276,0.7954245950475897,1.5786668937741388,1.0788452076499335,1.565136607484927,-0.2621197907954686,0.795424595099472,2.053996781421654
1074,-0.4761756462871875,-1.1793986071005649,-1.6928817376483485,0.3014466785292517,1.741300301712646,1.1141513232364484,1.565136607484927,-0.5889267245515192,0.301446678385414,2.962945655349625
1095,0.1275744116500969,0.6403055399061066,-0.1569156683073033,2.524347314100704,0.7571299000287814,0.95317500606954,1.565136607484927,0.8817044744094471,2.5243473139722115,-0.1644793013839539
1132,1.5363245468370912,1.434902716408002,-0.2139073515818784,0.7954245950475897,0.3819341284287612,1.010634143600631,1.565136607484927,2.3523356733704133,0.795424595099472,2.0321727085121224
1135,-0.4761756462871875,1.1883756372640215,-0.4739725290457301,0.3014466785292517,0.4179900296277881,1.0387256340177733,1.565136607484927,2.212275560024015,0.301446678385414,2.941215040950277
1337,1.5363245468370912,-1.4704955485927889,2.208652631563412,-0.3571905484902798,2.150158172354372,1.29446153291039,1.565136607484927,0.0646871409997411,-0.3571905531209186,2.611497975604135
1358,0.1275744116500969,-0.8816161687067234,2.2904914747714717,0.4496400512369659,1.223743018717738,0.7641147546910341,1.565136607484927,0.1954099148943293,0.4496400513249238,1.1671710551334826
1710,1.5363245468370912,-0.0167131120252105,0.6725427350120816,0.411219544704092,2.4146708396914023,2.088041361938692,1.565136607484927,2.243400028131449,0.4112195433874446,2.0297555033029338
1831,-0.4761756462871875,-2.0624391077340034,1.8227627715876635,0.3014466785292517,2.487509129965431,1.4296608409302247,1.565136607484927,0.2514339614093932,0.301446678385414,3.5383254512839537
1889,0.1275744116500969,3.3692349841132243,0.6542038748514636,0.4496400512369659,0.1722116092283694,1.109351359997774,-4.1504810113051525,-2.4517262432354103,0.4496400513249238,3.1992383474220274
1912,0.7948771152726206,2.6341107251163822,0.5320448492175807,2.069367652769384,-0.6066687363679203,0.2722670874780691,-2.7323202530456725,-1.4145442405832929,2.0693676489270616,0.7757223682661019
1918,3.297262190463335,0.6013069054765666,1.926572933395433,1.227655274810868,3.5137508498405,3.166623027344652,1.565136607484927,2.965098672937483,1.2276552748176568,2.563014954510888
1921,0.1275744116500969,0.5164848755923156,2.027198970975237,0.4496400512369659,4.265644956910876,3.860430629705256,1.565136607484927,3.0386302328855304,0.4496400513249238,3.8807480305176343
2282,-0.4761756462871875,-0.4207823116974203,0.1451928229639596,2.277358352095224,0.5610929492174555,0.4042975533450214,1.565136607484927,-0.2154330876538966,2.277358352157337,0.4450608283857058
2349,-0.4761756462871875,3.918280047331879,1.5972939635710868,0.3014466785292517,0.3694411198071063,1.4703140023323302,-4.267126269220299,-2.5497683231661408,0.301446678385414,3.3181513194091816
2825,0.7948771152726206,-1.5017970810429244,-1.6832804091177889,2.069367652769384,0.2619853285644759,-0.2300026922843409,1.565136607484927,-0.3825223455435755,2.0693676489270616,0.576344258191154
2975,0.1275744116500969,0.1518476436761102,-2.8944047390784844,-4.737128105922379,-4.574852903620771,-4.077174945399908,-5.103083947770167,-3.726273282334914,-4.737128105293294,2.602289444490508
4754,0.7948771152726206,2.786000149578588,-0.7848165087147203,-1.934453380432955,-1.7204597420267065,-0.7046660855938826,-3.94993302066998,-2.1369595651502538,-1.9344533813400435,-0.7572408131987345
4775,2.36500107606444,-0.0774413955725449,-1.751686372797809,-2.6624208430586407,-2.5298396955336027,-2.366176849588754,-1.7969913990852235,-0.704270347192033,-2.6624208426460068,-1.882980066104888
4777,0.7948771152726206,-0.3359431614126549,-1.910245124734823,-3.026404573622222,-2.679187740244965,-2.558909445669357,-1.944453161948397,-0.8985332930634342,-3.0264045732989886,-2.351893539236622
4783,1.5363245468370912,0.4653533370067673,-1.1878545638151092,-1.5098056995207714,-2.3981586456839223,-1.9964331341412869,-1.0809826625903391,0.0646871409997411,-1.5098056944256162,-0.5981578440085777
4788,0.1275744116500969,0.5662081344899785,-1.2789603646691294,-1.6250672116267724,-2.6687006786304988,-2.151915817320901,-1.2926722019101131,-0.0987163248978637,-1.625067211322364,-0.4602505563519181
4798,0.7948771152726206,-1.5479796734200462,0.8098583109689289,-0.8425021902407374,1.1583363637077526,0.3970958911675703,1.565136607484927,1.165510495055159,-0.8425021893810994,-1.4332051563985713
4800,0.7948771152726206,-1.1261786526426811,0.9318669547032076,-0.4785184626742056,1.0368432168114348,0.4586793430713246,1.565136607484927,1.2687126845591312,-0.4785184587281177,-1.5883244725708598
4805,-0.4761756462871875,-0.9992620427360636,0.8660451895468817,-0.3571905484902798,0.7856170724742354,0.3218832603545458,1.565136607484927,1.3719148740631026,-0.3571905531209186,-1.7979512361247705
4808,-0.4761756462871875,-0.6176325598180261,0.9764339546655816,-0.0278719349805147,0.6734695410101256,0.3787295253548572,1.565136607484927,1.4652882842679282,-0.0278719373677522,-1.4651860737652282
4819,0.1275744116500969,0.3039423179513182,0.9994889873481038,0.7954245950475897,0.0468683931759845,0.1860317919668826,1.565136607484927,1.862125273716758,0.795424595099472,-0.4780347548866197
4849,4.353824766496079,1.5551485123988569,0.3165860815813152,-0.3571905484902798,-0.0107702193538548,0.2635881538778952,-1.15658607085112,0.0646871409997411,-0.3571905531209186,-2.3311968991096808
4853,0.7948771152726206,1.275316189966388,0.2025614253932074,-0.8425021902407374,0.0020421342425769,0.2639574772733157,-1.443083194886493,-0.2793201560396041,-0.8425021893810994,-1.490035788153624
4856,0.7948771152726206,1.697117210743753,0.3245700527816269,-0.4785184626742056,-0.1194510231021398,0.3255409070181108,-1.443083194886493,-0.1761179665356318,-0.4785184587281177,-1.6531630103604045
4859,0.1275744116500969,1.4222281602183997,0.2624243731611352,-0.5877135801949025,-0.145520132199606,0.2301724413745235,-1.2926722019101131,-0.0987163248978637,-0.5877135799987192,-1.7753067526976734
4866,-0.4761756462871875,1.9367779953168975,0.426974846700015,-0.0278719349805147,-0.3938789841222527,0.2558325176867945,-1.15658607085112,0.1580605512045676,-0.0278719373677522,-1.4979869217982944
4867,0.1275744116500969,1.4183282967754476,0.3555782610667601,0.1038555074263435,-0.5127522254306002,-0.0235033389561304,-0.4761553965040928,0.6856203145479848,0.1038555075503756,-1.7059448005221598
4878,-1.0250393399315358,1.672439849842602,0.4505093688002556,0.4810750131709418,-0.74788276240389,-0.0647748239933136,-0.2905834004714688,0.9262690567309184,0.4810750129933795,-0.898687198065864
4885,1.5363245468370912,-0.5236953596092406,-3.034968613104367,-3.4308309407485864,-1.6546730368232718,-1.746614940775206,-2.1394303687152387,-2.440832677927177,-3.43083093915437,-2.0080944619776835
4886,2.36500107606444,-0.6176871774055436,-2.7749988627633297,-2.6624208430586407,-0.8783461972169038,-1.099490088150937,-1.2366367344988751,-1.9730502060418893,-2.6624208426460068,-0.8424424420785095
